time_s,head_px,head_py,head_pz,head_qx,head_qy,head_qz,head_qw,gaze_px,gaze_py,gaze_pz,gaze_dx,gaze_dy,gaze_dz
23.305183,-0.004614,-0.001603,0.006848,0.025804,-0.002827,0.000117,0.999663,-0.004463,0.003665,0.010887,-0.237162,-0.060875,0.969561
23.338359,-0.004616,-0.001378,0.006885,0.026226,-0.001253,0.000976,0.999655,-0.004363,0.003408,0.010864,-0.232600,-0.055633,0.970980
23.355081,-0.004665,-0.001225,0.006925,0.026107,-0.001037,0.001356,0.999658,-0.004199,0.003261,0.010765,-0.233720,-0.039770,0.971490
23.388498,-0.004930,-0.001374,0.007007,0.025469,-0.001893,0.001541,0.999673,-0.004066,0.003360,0.010823,-0.238420,-0.054391,0.969638
23.421972,-0.005033,-0.001236,0.007240,0.024914,-0.004034,0.001170,0.999681,-0.004124,0.003407,0.010963,-0.237740,-0.055732,0.969729
23.455264,-0.004934,-0.001457,0.007378,0.025354,-0.005162,0.000129,0.999665,-0.004299,0.003490,0.011110,-0.231093,-0.056560,0.971286
23.472007,-0.004845,-0.001630,0.007502,0.025742,-0.005077,-0.000386,0.999656,-0.004320,0.003559,0.011138,-0.234640,-0.058259,0.970335
23.488700,-0.004705,-0.001659,0.007566,0.026180,-0.004528,-0.000618,0.999647,-0.004406,0.003523,0.011173,-0.228935,-0.044434,0.972427
23.505517,-0.004700,-0.001802,0.007651,0.026694,-0.003553,-0.000564,0.999637,-0.004476,0.003405,0.011264,-0.226448,-0.041521,0.973138
23.538717,-0.004646,-0.001602,0.007522,0.027403,-0.001452,0.000075,0.999624,-0.004468,0.003241,0.011481,-0.226943,-0.040825,0.973052
23.555436,-0.004728,-0.001441,0.007587,0.027225,-0.000864,0.000501,0.999629,-0.004286,0.003350,0.011375,-0.234587,-0.060091,0.970236
23.572224,-0.004842,-0.001305,0.007658,0.026944,-0.000791,0.000953,0.999636,-0.004263,0.003097,0.011449,-0.231633,-0.040965,0.971941
23.588902,-0.004966,-0.001327,0.007667,0.026359,-0.001295,0.001467,0.999651,-0.004182,0.003198,0.011444,-0.233423,-0.053583,0.970898
23.622051,-0.005250,-0.001177,0.007763,0.025751,-0.003125,0.001805,0.999662,-0.004319,0.003179,0.011570,-0.242176,-0.049808,0.968953
23.639018,-0.005407,-0.001259,0.007849,0.025630,-0.004099,0.001226,0.999662,-0.004437,0.003233,0.011520,-0.236149,-0.040534,0.970871
23.655703,-0.005337,-0.001352,0.007869,0.025685,-0.004778,0.000562,0.999659,-0.004589,0.003366,0.011579,-0.236639,-0.052601,0.970173
23.689093,-0.005202,-0.001531,0.007988,0.025945,-0.004879,-0.000513,0.999651,-0.004799,0.003364,0.011636,-0.238276,-0.041861,0.970295
23.722607,-0.005065,-0.001926,0.007914,0.026653,-0.003152,-0.000909,0.999639,-0.004923,0.003244,0.011732,-0.234958,-0.037085,0.971298
23.755808,-0.004981,-0.001943,0.007854,0.027376,-0.001172,-0.000214,0.999625,-0.004821,0.003011,0.011888,-0.237248,-0.041684,0.970554
23.772608,-0.004938,-0.001815,0.007830,0.027253,-0.000535,0.000180,0.999628,-0.004767,0.002925,0.011905,-0.234287,-0.042982,0.971217
23.789500,-0.005034,-0.001709,0.007793,0.026891,-0.000215,0.000589,0.999638,-0.004600,0.002780,0.011854,-0.236468,-0.040956,0.970776
23.806204,-0.005001,-0.001913,0.007819,0.026241,-0.000545,0.000973,0.999655,-0.004591,0.002653,0.011857,-0.231111,-0.035228,0.972290
23.839079,-0.005173,-0.001743,0.007749,0.025315,-0.002364,0.001039,0.999676,-0.004393,0.002703,0.011758,-0.230295,-0.033390,0.972548
23.856332,-0.005194,-0.001875,0.007724,0.025217,-0.003307,0.000453,0.999677,-0.004423,0.002668,0.011809,-0.230843,-0.032895,0.972435
23.889615,-0.005141,-0.002057,0.007623,0.025499,-0.004644,-0.000692,0.999664,-0.004520,0.002735,0.011780,-0.230021,-0.033347,0.972614
23.922949,-0.005039,-0.002180,0.007469,0.025632,-0.004307,-0.000874,0.999662,-0.004569,0.002842,0.011675,-0.232349,-0.052538,0.971213
23.939909,-0.004919,-0.002354,0.007378,0.025671,-0.003551,-0.000735,0.999664,-0.004649,0.002591,0.011655,-0.226825,-0.029122,0.973500
23.972902,-0.004882,-0.002107,0.007221,0.025541,-0.001645,-0.000140,0.999672,-0.004620,0.002289,0.011628,-0.226097,-0.038667,0.973337
24.006232,-0.004965,-0.001767,0.007185,0.024829,-0.000915,0.000736,0.999691,-0.004542,0.002130,0.011544,-0.215301,-0.036459,0.975867
24.023130,-0.005090,-0.001835,0.007110,0.024295,-0.001096,0.001080,0.999704,-0.004473,0.002143,0.011438,-0.205784,-0.021492,0.978361
24.056453,-0.005261,-0.001718,0.007194,0.023365,-0.002386,0.001040,0.999724,-0.004388,0.002423,0.011321,-0.190697,-0.043742,0.980674
24.089861,-0.005295,-0.001880,0.007137,0.023359,-0.003558,-0.000039,0.999721,-0.004658,0.002233,0.010960,-0.085858,0.008263,0.996273
24.122892,-0.005163,-0.002036,0.007093,0.024032,-0.003440,-0.001163,0.999705,-0.004763,0.002337,0.010920,-0.066266,0.043628,0.996848
24.156828,-0.005091,-0.002296,0.006919,0.024992,-0.001679,-0.001205,0.999686,-0.004784,0.002344,0.010841,-0.049078,0.045054,0.997778
24.190028,-0.005102,-0.002013,0.006902,0.025401,0.000127,-0.000179,0.999677,-0.004665,0.002148,0.010839,-0.030685,0.052120,0.998169
24.206933,-0.005192,-0.001829,0.006931,0.025282,0.000555,0.000436,0.999680,-0.004549,0.002044,0.010763,-0.035713,0.054228,0.997890
24.239991,-0.005407,-0.001911,0.006965,0.024625,0.000195,0.001290,0.999696,-0.004493,0.002000,0.010762,-0.017225,-0.015955,0.999724
24.256749,-0.005545,-0.001757,0.006909,0.024277,-0.000495,0.001446,0.999704,-0.004447,0.002074,0.010760,-0.005474,-0.017318,0.999835
24.273516,-0.005687,-0.001790,0.006934,0.024014,-0.001231,0.001141,0.999710,-0.004129,0.001839,0.011031,0.006295,-0.003050,0.999976
24.290182,-0.005721,-0.001733,0.006902,0.024006,-0.001959,0.000610,0.999710,-0.004242,0.002066,0.010971,0.017357,-0.008455,0.999814
24.306869,-0.005786,-0.001830,0.006914,0.024013,-0.002382,0.000095,0.999709,-0.004530,0.002305,0.010841,0.086752,-0.003371,0.996224
24.340115,-0.005680,-0.001933,0.006802,0.024549,-0.001882,-0.000578,0.999697,-0.004830,0.002381,0.010833,0.107964,0.008094,0.994122
24.356849,-0.005647,-0.002063,0.006711,0.024894,-0.001093,-0.000497,0.999689,-0.004861,0.002415,0.010863,0.111675,0.000902,0.993744
24.373813,-0.005647,-0.002116,0.006700,0.025301,-0.000163,-0.000299,0.999680,-0.004908,0.002368,0.010837,0.119488,0.003820,0.992828
24.407026,-0.005586,-0.001637,0.006694,0.025387,0.001645,0.000237,0.999676,-0.004953,0.002341,0.010737,0.132329,0.007059,0.991181
24.423925,-0.005658,-0.001412,0.006652,0.025040,0.002029,0.000628,0.999684,-0.004861,0.002361,0.010759,0.138462,0.003326,0.990362
24.457194,-0.005695,-0.001363,0.006630,0.024015,0.001797,0.000627,0.999710,-0.004715,0.002420,0.010749,0.153792,0.003929,0.988096
24.474192,-0.005636,-0.001285,0.006602,0.023641,0.001304,0.000422,0.999720,-0.004728,0.002522,0.010692,0.161089,0.000499,0.986940
24.507325,-0.005577,-0.001353,0.006478,0.023543,0.000360,-0.000614,0.999723,-0.004707,0.002751,0.010607,0.179306,0.004452,0.983783
24.524050,-0.005531,-0.001390,0.006409,0.023633,0.000065,-0.001236,0.999720,-0.004684,0.002821,0.010540,0.183888,0.002096,0.982945
24.540788,-0.005442,-0.001566,0.006246,0.023743,0.000224,-0.001718,0.999717,-0.004692,0.002824,0.010502,0.188683,0.007014,0.982013
24.574338,-0.005368,-0.001875,0.006082,0.024303,0.001582,-0.001959,0.999702,-0.004687,0.002770,0.010315,0.199084,0.010504,0.979926
24.607570,-0.005377,-0.001696,0.005959,0.024922,0.003373,-0.001246,0.999683,-0.004652,0.002689,0.010193,0.208736,0.006806,0.977948
24.640932,-0.005528,-0.001547,0.005794,0.024673,0.003960,-0.000342,0.999688,-0.004544,0.002484,0.010100,0.214087,0.008331,0.976779
24.657608,-0.005589,-0.001512,0.005739,0.024153,0.003810,0.000263,0.999701,-0.004502,0.002405,0.009977,0.217952,0.014168,0.975857
24.674533,-0.005715,-0.001449,0.005742,0.023623,0.003406,0.000635,0.999715,-0.004506,0.002407,0.009897,0.221039,0.014622,0.975155
24.691316,-0.005801,-0.001356,0.005698,0.023197,0.002782,0.000507,0.999727,-0.004553,0.002425,0.009814,0.225626,0.016412,0.974076
24.724312,-0.005845,-0.001287,0.005830,0.022998,0.001353,-0.000355,0.999735,-0.004609,0.002570,0.009763,0.244478,0.023127,0.969379
24.740984,-0.005749,-0.001355,0.005883,0.023087,0.000828,-0.000985,0.999733,-0.004702,0.002647,0.009688,0.243778,0.030286,0.969358
24.758113,-0.005736,-0.001474,0.005876,0.023173,0.000816,-0.001451,0.999730,-0.004744,0.002700,0.009684,0.244524,0.028505,0.969224
24.791074,-0.005675,-0.001696,0.005826,0.023673,0.001534,-0.001237,0.999718,-0.004777,0.002468,0.009694,0.253168,0.060476,0.965530
24.824707,-0.005649,-0.001530,0.005956,0.024071,0.002657,-0.000370,0.999707,-0.004786,0.002420,0.009709,0.254589,0.059355,0.965226
24.857995,-0.005756,-0.001368,0.006037,0.024003,0.003249,0.000568,0.999707,-0.004719,0.002473,0.009692,0.247108,0.026682,0.968621
24.891413,-0.005829,-0.001430,0.006340,0.023721,0.002316,0.001276,0.999715,-0.004685,0.002546,0.009839,0.249414,0.023691,0.968107
24.908106,-0.005837,-0.001381,0.006510,0.023684,0.001485,0.001046,0.999718,-0.004712,0.002570,0.009899,0.249964,0.024457,0.967946
24.925217,-0.005863,-0.001367,0.006598,0.024008,0.000791,0.000474,0.999711,-0.004721,0.002623,0.009992,0.247116,0.023841,0.968693
24.958074,-0.005712,-0.001575,0.006889,0.024841,0.000174,-0.001063,0.999691,-0.004852,0.002741,0.010230,0.235671,0.022865,0.971564
24.991406,-0.005594,-0.001730,0.007182,0.025854,0.001144,-0.001650,0.999664,-0.004933,0.002706,0.010545,0.235878,0.026731,0.971415
25.008168,-0.005439,-0.001924,0.007261,0.026447,0.001977,-0.001458,0.999647,-0.004922,0.002672,0.010659,0.234507,0.025495,0.971780
25.041682,-0.005347,-0.001760,0.007469,0.027352,0.003795,-0.000606,0.999619,-0.004778,0.002570,0.010871,0.233122,0.027074,0.972071
25.058509,-0.005441,-0.001603,0.007569,0.027359,0.004294,0.000030,0.999617,-0.004656,0.002434,0.011081,0.236111,0.023127,0.971451
25.091741,-0.005526,-0.001765,0.007827,0.026943,0.003747,0.001147,0.999629,-0.004501,0.002311,0.011298,0.236447,0.022548,0.971383
25.124997,-0.005606,-0.001738,0.008014,0.026900,0.001839,0.000945,0.999636,-0.004462,0.002326,0.011503,0.236881,0.030368,0.971064
25.141794,-0.005627,-0.001773,0.008169,0.027196,0.001081,0.000168,0.999630,-0.004482,0.002336,0.011599,0.235106,0.027971,0.971567
25.175084,-0.005419,-0.001786,0.008354,0.027486,0.000195,-0.001221,0.999622,-0.004602,0.002300,0.011907,0.237507,0.020045,0.971179
25.192012,-0.005339,-0.001899,0.008368,0.027529,0.000472,-0.001714,0.999620,-0.004623,0.002285,0.012005,0.236826,0.020064,0.971345
25.208745,-0.005297,-0.001962,0.008343,0.027666,0.001175,-0.001673,0.999615,-0.004622,0.002255,0.012091,0.237194,0.022768,0.971196
25.225433,-0.005242,-0.002178,0.008253,0.027994,0.001963,-0.001385,0.999605,-0.004665,0.002306,0.012132,0.235925,0.027414,0.971385
25.258996,-0.005276,-0.002005,0.008326,0.028509,0.003814,-0.000458,0.999586,-0.004667,0.002236,0.012278,0.237479,0.027429,0.971005
25.292029,-0.005511,-0.001936,0.008470,0.027906,0.004518,0.000674,0.999600,-0.004543,0.002002,0.012441,0.236087,0.023814,0.971440
25.325506,-0.005682,-0.001963,0.008469,0.027176,0.003293,0.001481,0.999624,-0.004511,0.002016,0.012384,0.238692,0.032383,0.970555
25.342564,-0.005769,-0.002033,0.008452,0.027049,0.002465,0.001146,0.999631,-0.004498,0.002028,0.012427,0.238336,0.022136,0.970931
25.375431,-0.005807,-0.001960,0.008242,0.027381,0.000886,-0.000291,0.999625,-0.004584,0.002035,0.012460,0.240124,0.023719,0.970452
25.392211,-0.005731,-0.001954,0.008249,0.027317,0.000580,-0.000633,0.999627,-0.004640,0.002060,0.012426,0.240621,0.020482,0.970403
25.409051,-0.005636,-0.001939,0.008209,0.027082,0.000833,-0.000889,0.999633,-0.004706,0.002042,0.012377,0.239067,0.025888,0.970658
25.426004,-0.005564,-0.002026,0.008137,0.026826,0.001519,-0.000882,0.999639,-0.004729,0.002074,0.012332,0.240707,0.023908,0.970303
25.459031,-0.005608,-0.001932,0.007899,0.026722,0.003201,0.000131,0.999638,-0.004785,0.002118,0.012147,0.239023,0.032052,0.970485
25.492500,-0.005674,-0.001555,0.007837,0.026194,0.004299,0.001426,0.999647,-0.004737,0.002148,0.012047,0.241923,0.021964,0.970047
25.525923,-0.005945,-0.001578,0.007821,0.025484,0.003362,0.002570,0.999666,-0.004649,0.002236,0.011863,0.238763,0.025158,0.970752
25.542662,-0.005972,-0.001582,0.007889,0.025236,0.002399,0.002558,0.999675,-0.004683,0.002309,0.011809,0.237263,0.024738,0.971131
25.559432,-0.006059,-0.001525,0.007921,0.025138,0.001254,0.002159,0.999681,-0.004687,0.002406,0.011804,0.236821,0.023350,0.971273
25.592598,-0.006188,-0.001391,0.007911,0.025059,-0.001430,0.001576,0.999684,-0.004811,0.002451,0.011773,0.236517,0.024439,0.971320
25.609337,-0.006219,-0.001486,0.007825,0.024976,-0.002068,0.000830,0.999686,-0.004929,0.002515,0.011758,0.237264,0.026403,0.971086
25.642747,-0.006135,-0.001715,0.007714,0.024804,-0.001300,0.000274,0.999692,-0.005161,0.002549,0.011713,0.233656,0.025198,0.971993
25.659489,-0.006092,-0.001826,0.007710,0.024970,-0.000339,0.000605,0.999688,-0.005233,0.002497,0.011721,0.234259,0.026675,0.971808
25.692776,-0.006229,-0.001553,0.007712,0.025093,0.001460,0.001880,0.999682,-0.005343,0.002491,0.011672,0.235818,0.025183,0.971471
25.709745,-0.006267,-0.001505,0.007785,0.025018,0.002104,0.002506,0.999682,-0.005347,0.002449,0.011651,0.236499,0.028069,0.971226
25.742556,-0.006402,-0.001605,0.007806,0.024753,0.002126,0.003338,0.999686,-0.005334,0.002438,0.011635,0.232806,0.024835,0.972206
25.759571,-0.006436,-0.001631,0.007873,0.024761,0.001516,0.003328,0.999687,-0.005329,0.002481,0.011638,0.234117,0.027773,0.971812
25.776293,-0.006507,-0.001671,0.007840,0.024946,0.000878,0.002734,0.999685,-0.005358,0.002525,0.011651,0.233964,0.024471,0.971937
25.793061,-0.006551,-0.001517,0.007876,0.025257,0.000248,0.002058,0.999679,-0.005380,0.002455,0.011677,0.234657,0.025637,0.971740
25.809891,-0.006511,-0.001620,0.007888,0.025523,-0.000295,0.001430,0.999673,-0.005435,0.002481,0.011678,0.233193,0.025003,0.972109
25.843018,-0.006415,-0.001733,0.007836,0.026004,-0.000087,0.000667,0.999662,-0.005565,0.002487,0.011754,0.236416,0.025503,0.971317
25.860290,-0.006375,-0.001815,0.007787,0.026149,0.000499,0.000696,0.999658,-0.005581,0.002477,0.011757,0.233122,0.025304,0.972118
25.893188,-0.006321,-0.001803,0.007716,0.026484,0.001961,0.001411,0.999646,-0.005586,0.002409,0.011753,0.245821,0.036012,0.968646
25.909977,-0.006356,-0.001594,0.007743,0.026444,0.002598,0.001702,0.999646,-0.005534,0.002318,0.011759,0.240927,0.038233,0.969790
25.926702,-0.006414,-0.001557,0.007782,0.026169,0.002805,0.002118,0.999651,-0.005478,0.002267,0.011746,0.242229,0.035612,0.969565
25.959918,-0.006567,-0.001685,0.007705,0.025756,0.001491,0.003030,0.999663,-0.005324,0.002299,0.011779,0.240513,0.033462,0.970069
25.995017,-0.006468,-0.001631,0.007805,0.026010,-0.000486,0.001902,0.999660,-0.005306,0.002359,0.011789,0.241627,0.033842,0.969779
26.026376,-0.006351,-0.001592,0.007788,0.026156,-0.001260,0.000551,0.999657,-0.005387,0.002344,0.011842,0.241298,0.034155,0.969850
26.043442,-0.006271,-0.001696,0.007700,0.026187,-0.000925,0.000121,0.999657,-0.005443,0.002354,0.011816,0.241480,0.032330,0.969867
26.076670,-0.006176,-0.001969,0.007528,0.026389,0.000498,0.000345,0.999652,-0.005520,0.002409,0.011702,0.237279,0.036715,0.970748
26.093593,-0.006127,-0.002004,0.007496,0.026733,0.001281,0.000799,0.999642,-0.005472,0.002352,0.011765,0.237283,0.029427,0.970995
26.126951,-0.006111,-0.001601,0.007435,0.026461,0.002326,0.001967,0.999645,-0.005351,0.002247,0.011717,0.235940,0.029992,0.971305
26.143849,-0.006239,-0.001629,0.007397,0.025943,0.002308,0.002483,0.999658,-0.005322,0.002196,0.011635,0.237605,0.032479,0.970819
26.160667,-0.006218,-0.001482,0.007425,0.025464,0.001821,0.002912,0.999670,-0.005206,0.002163,0.011601,0.236593,0.033525,0.971030
26.194044,-0.006359,-0.001600,0.007333,0.024817,0.000329,0.002851,0.999688,-0.005158,0.002249,0.011498,0.236399,0.032289,0.971120
26.227392,-0.006354,-0.001430,0.007327,0.025180,-0.000950,0.001566,0.999681,-0.005244,0.002377,0.011416,0.236910,0.033841,0.970942
26.260882,-0.006131,-0.001416,0.007474,0.025584,-0.000955,0.000590,0.999672,-0.005375,0.002531,0.011375,0.238481,0.030784,0.970659
26.294363,-0.005999,-0.001702,0.007563,0.025780,0.000453,0.000831,0.999667,-0.005353,0.002597,0.011436,0.237758,0.030075,0.970859
26.327760,-0.006030,-0.001571,0.007508,0.026046,0.001883,0.001619,0.999658,-0.005276,0.002561,0.011523,0.236480,0.031955,0.971111
26.360624,-0.006152,-0.001465,0.007561,0.025933,0.002260,0.002665,0.999658,-0.005191,0.002497,0.011504,0.238621,0.031779,0.970593
26.377552,-0.006275,-0.001412,0.007586,0.025819,0.001752,0.003127,0.999660,-0.005179,0.002503,0.011479,0.238983,0.031858,0.970501
26.394326,-0.006347,-0.001562,0.007514,0.025616,0.000887,0.003207,0.999666,-0.005136,0.002485,0.011480,0.236743,0.032531,0.971028
26.427293,-0.006467,-0.001430,0.007596,0.025896,-0.000556,0.002427,0.999662,-0.005209,0.002518,0.011449,0.238322,0.033887,0.970595
26.444060,-0.006488,-0.001367,0.007591,0.026250,-0.001067,0.001750,0.999653,-0.005279,0.002538,0.011448,0.238636,0.032449,0.970567
26.460877,-0.006375,-0.001331,0.007662,0.026462,-0.001281,0.001287,0.999648,-0.005358,0.002566,0.011549,0.239539,0.032058,0.970357
26.477566,-0.006410,-0.001338,0.007570,0.026418,-0.001167,0.001151,0.999650,-0.005412,0.002567,0.011564,0.237946,0.030718,0.970793
26.510409,-0.006338,-0.001453,0.007444,0.026360,-0.000265,0.001568,0.999651,-0.005454,0.002603,0.011578,0.236710,0.033118,0.971016
26.527953,-0.006189,-0.001325,0.007381,0.026344,0.000202,0.002227,0.999651,-0.005393,0.002646,0.011542,0.236370,0.032481,0.971120
26.561209,-0.006250,-0.001042,0.007351,0.025922,0.000538,0.003569,0.999658,-0.005300,0.002716,0.011442,0.236491,0.032054,0.971105
26.594320,-0.006383,-0.000913,0.007359,0.024838,-0.000674,0.004336,0.999682,-0.005235,0.002806,0.011405,0.238367,0.027695,0.970780
26.611052,-0.006410,-0.000934,0.007292,0.024376,-0.001463,0.004363,0.999692,-0.005260,0.002840,0.011381,0.238392,0.030185,0.970700
26.627741,-0.006273,-0.000268,0.007349,0.026275,-0.002390,0.000629,0.999652,-0.005272,0.002893,0.011393,0.238862,0.027832,0.970655
26.660796,-0.006217,-0.000174,0.007214,0.026373,-0.003135,-0.000944,0.999647,-0.005234,0.003555,0.011429,0.236286,0.026230,0.971329
26.677892,-0.006118,-0.000215,0.007168,0.026498,-0.002988,-0.001438,0.999643,-0.005289,0.003616,0.011373,0.235273,0.029931,0.971468
26.695280,-0.005964,-0.000314,0.007002,0.026428,-0.002541,-0.001793,0.999646,-0.005323,0.003612,0.011349,0.234577,0.028231,0.971687
26.728078,-0.005845,-0.000552,0.006841,0.026315,-0.001023,-0.001613,0.999652,-0.005262,0.003654,0.011141,0.235005,0.028081,0.971588
26.744915,-0.005834,-0.000504,0.006767,0.026413,-0.000112,-0.001249,0.999650,-0.005213,0.003668,0.011074,0.234661,0.030177,0.971609
26.777987,-0.006000,-0.000351,0.006672,0.026336,0.000529,-0.000195,0.999653,-0.005087,0.003622,0.010938,0.234076,0.027331,0.971834
26.794943,-0.006112,-0.000498,0.006684,0.026144,0.000204,0.000315,0.999658,-0.005077,0.003618,0.010907,0.237654,0.023982,0.971054
26.828075,-0.006371,-0.000618,0.006499,0.025987,-0.001489,0.000757,0.999661,-0.005013,0.003541,0.010840,0.237564,0.023286,0.971093
26.861534,-0.006502,-0.000309,0.006405,0.025999,-0.003507,0.000027,0.999656,-0.005125,0.003531,0.010717,0.237074,0.022114,0.971240
26.894945,-0.006471,-0.000245,0.006105,0.025676,-0.004086,-0.001012,0.999661,-0.005314,0.003516,0.010600,0.234880,0.029573,0.971574
26.927991,-0.006284,-0.000392,0.005868,0.025142,-0.003004,-0.001076,0.999679,-0.005498,0.003493,0.010318,0.232382,0.030678,0.972141
26.945022,-0.006267,-0.000496,0.005762,0.025030,-0.002161,-0.000696,0.999684,-0.005545,0.003549,0.010234,0.234287,0.032206,0.971634
26.962401,-0.006299,-0.000422,0.005627,0.025009,-0.001320,-0.000135,0.999686,-0.005523,0.003580,0.010077,0.234644,0.031704,0.971564
26.995133,-0.006338,-0.000413,0.005621,0.024625,-0.000526,0.000738,0.999696,-0.005456,0.003561,0.009881,0.231611,0.032786,0.972256
27.028540,-0.006499,-0.000351,0.005511,0.024060,-0.001261,0.001108,0.999709,-0.005408,0.003578,0.009707,0.236493,0.029633,0.971181
27.045239,-0.006541,-0.000494,0.005488,0.024051,-0.001904,0.000761,0.999709,-0.005412,0.003620,0.009632,0.235627,0.027605,0.971452
27.062066,-0.006552,-0.000383,0.005463,0.024232,-0.002445,0.000199,0.999703,-0.005471,0.003644,0.009566,0.235421,0.026826,0.971523
27.078748,-0.006584,-0.000322,0.005433,0.024451,-0.003012,-0.000548,0.999696,-0.005507,0.003652,0.009512,0.237221,0.030180,0.970987
27.095487,-0.006602,-0.000327,0.005545,0.024740,-0.003239,-0.001207,0.999688,-0.005552,0.003675,0.009475,0.236795,0.029788,0.971103
27.129034,-0.006614,-0.000433,0.005659,0.025029,-0.002768,-0.001510,0.999682,-0.005673,0.003681,0.009480,0.234344,0.029665,0.971701
27.162128,-0.006536,-0.000604,0.005636,0.025272,-0.001370,-0.000782,0.999679,-0.005750,0.003645,0.009568,0.234808,0.031036,0.971546
27.179109,-0.006529,-0.000504,0.005627,0.025373,-0.000617,-0.000267,0.999678,-0.005750,0.003651,0.009562,0.235157,0.030285,0.971485
27.195849,-0.006622,-0.000470,0.005728,0.025324,-0.000126,0.000290,0.999679,-0.005735,0.003631,0.009568,0.235636,0.031445,0.971333
27.229010,-0.006785,-0.000416,0.005954,0.024873,-0.000659,0.001433,0.999689,-0.005734,0.003554,0.009627,0.240434,0.031722,0.970147
27.262190,-0.006979,-0.000643,0.006007,0.024745,-0.002438,0.001474,0.999690,-0.005737,0.003515,0.009718,0.232676,0.039846,0.971738
27.296093,-0.007128,-0.000468,0.006243,0.025044,-0.004070,0.000046,0.999678,-0.005902,0.003496,0.009856,0.231714,0.036727,0.972090
27.329671,-0.007018,-0.000230,0.006673,0.025182,-0.004448,-0.000979,0.999673,-0.006172,0.003538,0.010095,0.190695,0.076362,0.978675
27.362639,-0.006893,-0.000468,0.006836,0.024896,-0.003290,-0.001151,0.999684,-0.006251,0.003595,0.010399,0.187131,0.080894,0.978999
27.395972,-0.006784,-0.000427,0.006916,0.025004,-0.002005,-0.000232,0.999685,-0.006264,0.003567,0.010635,0.174583,0.090818,0.980445
27.412639,-0.006813,-0.000436,0.006965,0.024829,-0.001603,0.000160,0.999690,-0.006233,0.003564,0.010651,0.167830,0.101107,0.980617
27.596507,-0.006916,0.000260,0.006929,0.021480,-0.003821,-0.001970,0.999760,-0.005454,0.002906,0.011434,0.057420,0.174546,0.982973
27.629966,-0.006991,0.000399,0.006919,0.019875,-0.003380,-0.001224,0.999796,-0.005416,0.002910,0.011452,0.043850,0.192930,0.980232
27.663195,-0.007155,0.000643,0.006763,0.018136,-0.004112,-0.000363,0.999827,-0.005261,0.002906,0.011481,0.027306,0.209725,0.977379
27.696724,-0.007278,0.000937,0.006905,0.017128,-0.005535,-0.000596,0.999838,-0.005157,0.003003,0.011655,0.008457,0.231460,0.972808
30.568613,-0.006362,0.001997,0.006188,0.014162,-0.002247,-0.003192,0.999892,-0.005531,0.005716,0.010105,0.018239,0.160552,0.986859
30.585366,-0.006384,0.001825,0.006235,0.014174,-0.002015,-0.002858,0.999893,-0.005698,0.006030,0.010008,0.026333,0.102406,0.994394
30.602128,-0.006408,0.001498,0.006327,0.014290,-0.002101,-0.002462,0.999893,-0.005993,0.006030,0.009938,0.022092,0.054863,0.998250
30.635439,-0.006621,0.001170,0.006510,0.015177,-0.002803,-0.002002,0.999879,-0.005318,0.005965,0.010091,-0.001206,0.001814,0.999998
30.652225,-0.006597,0.001183,0.006597,0.015961,-0.003331,-0.002050,0.999865,-0.005561,0.006426,0.009763,-0.022474,-0.018199,0.999582
30.685453,-0.006593,0.000860,0.006624,0.017649,-0.004015,-0.002593,0.999833,-0.005932,0.006186,0.009855,0.056592,-0.024513,0.998097
30.718542,-0.006551,0.000803,0.006674,0.019457,-0.004336,-0.003059,0.999797,-0.005798,0.005987,0.009951,0.018642,-0.056376,0.998236
30.735756,-0.006592,0.000750,0.006858,0.020421,-0.004336,-0.003299,0.999777,-0.005709,0.005845,0.010004,0.009331,-0.071736,0.997380
30.902348,-0.005831,-0.000722,0.007966,0.026095,-0.003653,-0.004414,0.999643,-0.005490,0.004709,0.011701,-0.002370,-0.211795,0.977311
30.919687,-0.005747,-0.000776,0.007972,0.026980,-0.003522,-0.004959,0.999618,-0.005187,0.004823,0.011519,0.021627,-0.197856,0.979993
30.952907,-0.005643,-0.000724,0.008041,0.028325,-0.003155,-0.005714,0.999578,-0.004971,0.004351,0.011616,0.013212,-0.188348,0.982014
30.986276,-0.005619,-0.000773,0.008087,0.028765,-0.002713,-0.005874,0.999565,-0.005024,0.004296,0.011786,0.026904,-0.228276,0.973225
31.019619,-0.005641,-0.001034,0.008268,0.028442,-0.002365,-0.005414,0.999578,-0.004938,0.004139,0.011907,0.024155,-0.218935,0.975440
31.053062,-0.005687,-0.001285,0.008420,0.028603,-0.002601,-0.004622,0.999577,-0.004834,0.003982,0.012089,0.016712,-0.207898,0.978008
31.085977,-0.005569,-0.001317,0.008664,0.029801,-0.002550,-0.004687,0.999542,-0.004840,0.003860,0.012285,0.018133,-0.210259,0.977478
31.103165,-0.005590,-0.001514,0.008689,0.030395,-0.002377,-0.004907,0.999523,-0.004870,0.003812,0.012348,0.023593,-0.221304,0.974920
31.136158,-0.005535,-0.001552,0.008638,0.031296,-0.002200,-0.005549,0.999492,-0.004879,0.003662,0.012046,0.003989,-0.197524,0.980290
31.169862,-0.005617,-0.001393,0.008503,0.031930,-0.001671,-0.006003,0.999471,-0.004877,0.003454,0.012013,0.008528,-0.198587,0.980046
